shipment_id,origin,destination,carrier,transport_mode,shipment_date,planned_eta,planned_transit_days,days_in_transit,shipment_status,package_weight_kg,num_stops,customs_clearance_flag,weather_condition,weather_severity_score,traffic_congestion_level,port_congestion_score,disruption_type,disruption_impact_score,carrier_reliability_score,historical_delay_rate,route_risk_score,delay_probability,is_delayed,actual_delay_hours,transit_progress_ratio,composite_risk_score,log_weight,sla_pressure,carrier_enc,transport_enc,origin_enc,destination_enc,status_enc,weather_enc,disruption_enc
SHP100022,Los Angeles,Sydney,Maersk,Air,2023-06-19,2023-06-24,0.09090909090909091,0.23076923076923075,Delayed,0.45465948601814105,0.25,0.0,Heavy Rain,0.5410526315789473,0.125,0.5555555555555556,Natural Disaster,0.968,0.3259911894273122,0.2605263157894737,0.8571428571428572,1.0,1,74.5,0.9,0.5800901838362816,0.8986929328062769,0.0,0.6000000000000001,0.0,0.4,0.8,0.5,0.5,0.25
SHP100023,Mumbai,Tokyo,Maersk,Road,2024-07-06,2024-07-12,0.12121212121212122,0.2564102564102564,In Transit,0.9478035937918866,1.0,1.0,Storm,0.8157894736842105,0.625,0.1111111111111111,None,0.0,0.3656387665198233,0.4736842105263159,0.6285714285714286,1.0,1,69.0,0.8333333333333334,0.4593132154006243,0.9931084120843028,0.0,0.6000000000000001,0.6666666666666666,0.6000000000000001,1.0,0.75,1.0,0.5
SHP100024,Los Angeles,London,DB Schenker,Air,2024-08-15,2024-08-17,0.0,0.07692307692307693,Customs Hold,0.782654012507452,1.0,0.0,Heavy Rain,0.5399999999999999,0.0,0.1111111111111111,None,0.0,0.5506607929515419,0.6842105263157895,0.6857142857142857,0.89,1,48.0,0.75,0.17530350329517863,0.9684970615023178,0.0,0.0,0.0,0.4,0.2,0.25,0.5,0.5
SHP100025,Dubai,Tokyo,FedEx,Road,2024-05-16,2024-05-24,0.18181818181818182,0.28205128205128205,In Transit,0.825759909735087,0.75,0.0,Blizzard,0.9494736842105262,0.875,0.7777777777777777,Natural Disaster,1.0,0.6828193832599121,0.7736842105263158,0.6285714285714286,1.0,1,35.0,0.6875,0.856122095039889,0.9753887115529478,0.0,0.4,0.6666666666666666,0.0,1.0,0.75,0.0,0.25
SHP100026,Hamburg,New York,UPS,Rail,2024-08-06,2024-08-20,0.36363636363636365,0.2564102564102564,Customs Hold,0.5165985812084135,0.0,0.0,Blizzard,0.9789473684210527,0.375,0.8888888888888888,Natural Disaster,1.0,0.6343612334801758,0.8789473684210526,0.28571428571428575,1.0,1,13.7,0.35714285714285715,0.79403399236906,0.9151045242648606,0.4,0.8,0.3333333333333333,0.2,0.4,0.25,0.0,0.25
SHP100027,Dubai,Sydney,Maersk,Sea,2024-04-03,2024-04-23,0.5454545454545454,0.3076923076923077,Delayed,0.35175308385114296,0.5,1.0,Snow,0.64,0.625,0.8888888888888888,Natural Disaster,0.984,0.3171806167400879,0.9973684210526316,0.5428571428571427,1.0,1,30.4,0.3,0.8792230315643426,0.8657236631929536,0.8,0.6000000000000001,1.0,0.0,0.8,0.5,0.8333333333333333,0.25
SHP100028,Los Angeles,London,FedEx,Sea,2023-07-09,2023-08-02,0.6666666666666667,0.5897435897435898,Out for Delivery,0.7080234144623916,0.0,0.0,Clear,0.010526315789473684,0.25,0.4444444444444445,Equipment Failure,0.58,0.5242290748898677,0.3605263157894737,0.8285714285714285,0.8217,1,25.2,0.4791666666666667,0.30780437044745057,0.9556157932665925,0.1,0.4,1.0,0.4,0.2,1.0,0.16666666666666666,0.0
SHP100029,Shanghai,Chicago,UPS,Sea,2024-08-10,2024-09-12,0.9393939393939394,0.5384615384615384,Delayed,0.15163385094286022,0.0,0.0,Clear,0.046315789473684206,0.625,1.0,None,0.0,0.6211453744493394,0.49210526315789477,0.11428571428571427,0.5471,1,7.5,0.3181818181818182,0.23288241415192507,0.7577050900049541,1.0,0.8,1.0,1.0,0.0,0.5,0.16666666666666666,0.5
SHP100030,Hamburg,New York,DB Schenker,Rail,2023-08-20,2023-08-31,0.27272727272727276,0.3333333333333333,At Port,0.23978818153810455,0.25,0.0,Fog,0.4326315789473684,0.125,0.1111111111111111,Equipment Failure,0.5710000000000001,0.38766519823788537,0.21052631578947373,0.9428571428571428,1.0,1,20.1,0.5909090909090909,0.3548387096774194,0.8165150495659351,0.0,0.0,0.3333333333333333,0.2,0.4,0.0,0.3333333333333333,0.0
SHP100031,Mumbai,Sydney,XPO Logistics,Rail,2023-10-23,2023-11-02,0.24242424242424243,0.20512820512820512,Out for Delivery,0.07130167926347672,0.25,0.0,Clear,0.016842105263157894,0.25,0.4444444444444445,Port Strike,0.9039999999999999,0.28634361233480154,0.6473684210526316,0.5714285714285714,0.9379,1,72.5,0.4,0.44197016996184524,0.6610617225000303,0.2,1.0,0.3333333333333333,0.6000000000000001,0.8,1.0,0.16666666666666666,0.75
SHP100032,Rotterdam,Singapore,DB Schenker,Road,2023-11-08,2023-11-18,0.24242424242424243,0.05128205128205128,Delayed,0.9508344303027636,1.0,0.0,Clear,0.024210526315789474,0.875,1.0,Natural Disaster,0.9730000000000001,0.28193832599118895,0.6736842105263159,0.028571428571428525,0.8601,1,49.8,0.1,0.6296912937911896,0.9935188389840204,0.8,0.0,0.6666666666666666,0.8,0.6000000000000001,0.5,0.16666666666666666,0.25
SHP100033,Hamburg,Sydney,DB Schenker,Rail,2024-03-22,2024-04-03,0.30303030303030304,0.3333333333333333,Out for Delivery,0.03658409721083019,1.0,0.0,Rain,0.24842105263157893,0.375,0.6666666666666665,Equipment Failure,0.6000000000000001,0.3656387665198233,0.6631578947368422,0.39999999999999997,0.9961,1,34.2,0.5416666666666666,0.4390565383281304,0.5759518994918552,0.0,0.0,0.3333333333333333,0.2,0.8,1.0,0.6666666666666666,0.0
SHP100034,Los Angeles,New York,Maersk,Air,2023-02-25,2023-02-28,0.030303030303030304,0.1794871794871795,At Port,0.7097879014608032,0.25,0.0,Storm,0.8473684210526317,0.25,1.0,Natural Disaster,1.0,0.34801762114537427,0.12105263157894738,0.42857142857142855,1.0,1,55.6,1.0,0.7294484911550468,0.9559357197666236,0.0,0.6000000000000001,0.0,0.4,0.4,0.0,1.0,0.25
SHP100035,Rotterdam,Sydney,FedEx,Sea,2024-10-25,2024-11-27,0.9393939393939394,0.4358974358974359,In Transit,0.8640584801405188,0.25,0.0,Storm,0.8389473684210526,0.625,0.8888888888888888,None,0.0,0.5638766519823788,0.9210526315789473,0.5428571428571427,0.968,1,73.1,0.25757575757575757,0.46368366285119667,0.9812165594463464,1.0,0.4,1.0,0.8,0.8,0.75,1.0,0.5
SHP100036,Mumbai,Tokyo,DB Schenker,Road,2024-08-24,2024-09-03,0.24242424242424243,0.3846153846153846,In Transit,0.3829176852811376,1.0,1.0,Heavy Rain,0.5305263157894736,1.0,0.3333333333333333,Traffic Jam,0.43700000000000006,0.3700440528634359,0.9815789473684212,0.9428571428571428,1.0,1,9.9,0.75,0.6600763093999306,0.8766290172992439,0.0,0.0,0.6666666666666666,0.6000000000000001,1.0,0.75,0.5,1.0
SHP100037,Dubai,Sydney,XPO Logistics,Rail,2024-05-22,2024-05-30,0.18181818181818182,0.3333333333333333,Delayed,0.46945356918509507,0.0,0.0,Snow,0.6747368421052632,0.125,0.2222222222222222,Port Strike,0.891,0.2775330396475768,0.6552631578947369,0.7142857142857142,1.0,1,36.5,0.8125,0.5666319805757891,0.9028073900940025,0.0,1.0,0.3333333333333333,0.0,0.8,0.5,0.8333333333333333,0.75
SHP100038,Dubai,Sydney,XPO Logistics,Air,2024-01-25,2024-01-29,0.06060606060606061,0.07692307692307693,Out for Delivery,0.16627389159408,0.75,0.0,Blizzard,1.0,0.0,0.1111111111111111,Equipment Failure,0.5599999999999999,0.11894273127753285,0.6342105263157894,0.42857142857142855,1.0,1,87.3,0.375,0.5023239680887964,0.769527548054469,0.1,1.0,0.0,0.0,0.8,1.0,0.0,0.0
SHP100039,Shanghai,Tokyo,FedEx,Road,2023-05-30,2023-06-08,0.2121212121212121,0.05128205128205128,Out for Delivery,0.2552524496761106,0.75,0.0,Heavy Rain,0.5136842105263157,0.75,0.4444444444444445,Natural Disaster,1.0,0.7048458149779737,0.23157894736842105,0.4857142857142857,0.9777,1,85.0,0.1111111111111111,0.6457162677766216,0.824539219829761,0.7000000000000001,0.4,0.6666666666666666,1.0,1.0,1.0,0.5,0.25
SHP100040,Mumbai,Tokyo,XPO Logistics,Sea,2024-08-24,2024-09-24,0.8787878787878789,0.48717948717948717,In Transit,0.9779959268758176,0.0,1.0,Storm,0.84,0.375,0.4444444444444445,Traffic Jam,0.386,0.28193832599118895,0.2947368421052632,0.3714285714285714,0.9463,1,29.1,0.3064516129032258,0.5878598681928546,0.9971396550741181,1.0,1.0,1.0,0.6000000000000001,1.0,0.75,1.0,1.0
SHP100041,Rotterdam,Singapore,XPO Logistics,Air,2023-10-21,2023-10-24,0.030303030303030304,0.10256410256410256,At Port,0.033251177324941684,0.75,0.0,Snow,0.6484210526315789,0.125,0.4444444444444445,Natural Disaster,1.0,0.19383259911894202,0.6473684210526316,0.6285714285714286,1.0,1,71.9,0.6666666666666666,0.6267082899757197,0.5638128282395327,0.0,1.0,0.0,0.8,0.6000000000000001,0.0,0.8333333333333333,0.25
SHP100042,Shanghai,Tokyo,UPS,Rail,2024-07-06,2024-07-15,0.2121212121212121,0.10256410256410256,Customs Hold,0.7541641493052083,0.25,0.0,Rain,0.26,0.375,0.1111111111111111,Port Strike,0.884,0.7885462555066072,0.11578947368421055,0.7428571428571427,0.7695,1,64.2,0.2222222222222222,0.43073187651751643,0.9637306946137669,0.5,0.8,0.3333333333333333,1.0,1.0,0.25,0.6666666666666666,0.75
SHP100043,Dubai,Singapore,Maersk,Road,2023-01-15,2023-01-19,0.06060606060606061,0.1282051282051282,In Transit,0.9152966218676354,0.5,0.0,Blizzard,0.9557894736842105,0.875,0.8888888888888888,Natural Disaster,0.9730000000000001,0.28193832599118895,0.026315789473684216,0.1428571428571428,1.0,1,64.3,0.625,0.8300381546999652,0.9886220348907433,0.0,0.6000000000000001,0.6666666666666666,0.0,0.6000000000000001,0.75,0.0,0.25
SHP100044,Dubai,Sydney,XPO Logistics,Road,2023-02-16,2023-02-26,0.24242424242424243,0.07692307692307693,Delayed,0.7422788689678351,1.0,0.0,Clear,0.0,0.875,0.6666666666666665,Port Strike,0.924,0.2643171806167395,0.9447368421052632,0.6571428571428573,1.0,1,85.7,0.15,0.5950745750953867,0.9616888539432336,0.7000000000000001,1.0,0.6666666666666666,0.0,0.8,0.5,0.16666666666666666,0.75
SHP100045,Dubai,New York,Maersk,Rail,2023-08-11,2023-08-23,0.30303030303030304,0.07692307692307693,Out for Delivery,0.6627649231187808,0.0,0.0,Clear,0.042105263157894736,0.375,0.7777777777777777,Traffic Jam,0.378,0.427312775330396,0.968421052631579,0.057142857142857106,0.7023,1,7.4,0.125,0.3263961151578217,0.9471253864113627,0.9,0.6000000000000001,0.3333333333333333,0.0,0.4,1.0,0.16666666666666666,1.0
SHP100046,Los Angeles,London,DHL,Sea,2023-08-01,2023-08-26,0.696969696969697,0.641025641025641,In Transit,0.131706350952863,0.0,0.0,Blizzard,0.9852631578947367,0.375,0.1111111111111111,Equipment Failure,0.6040000000000001,0.5242290748898677,0.7973684210526316,1.0,1.0,1,77.1,0.5,0.5794658342004856,0.7396383719428725,0.0,0.2,1.0,0.4,0.2,0.75,0.0,0.0
SHP100047,Hamburg,Chicago,UPS,Air,2023-05-10,2023-05-15,0.09090909090909091,0.1794871794871795,Customs Hold,0.4580024086647915,0.5,0.0,Heavy Rain,0.5357894736842105,0.375,0.8888888888888888,None,0.045000000000000005,0.5286343612334798,0.042105263157894736,0.5142857142857142,0.7472,1,8.6,0.7,0.31238293444328824,0.8996342282746213,0.0,0.8,0.0,0.2,0.0,0.25,0.5,0.5
SHP100048,Mumbai,Sydney,Maersk,Air,2023-03-17,2023-03-19,0.0,0.05128205128205128,Delayed,0.4301547227034662,1.0,0.0,Snow,0.6368421052631579,0.25,0.8888888888888888,Natural Disaster,1.0,0.3259911894273122,0.2947368421052632,0.5714285714285714,1.0,1,82.8,0.5,0.6737426292056885,0.8915741731030792,0.0,0.6000000000000001,0.0,0.6000000000000001,0.8,0.5,0.8333333333333333,0.25
SHP100049,Dubai,Chicago,XPO Logistics,Sea,2024-02-28,2024-03-31,0.9090909090909092,0.15384615384615385,Delayed,0.4318331859593248,0.0,0.0,Storm,0.8157894736842105,0.375,0.1111111111111111,Port Strike,0.8970000000000001,0.22466960352422838,0.09210526315789475,0.6857142857142857,1.0,1,79.1,0.09375,0.6057578910856747,0.8920745478112292,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.75
SHP100050,Rotterdam,New York,DB Schenker,Road,2024-11-12,2024-11-19,0.15151515151515152,0.1282051282051282,In Transit,0.762620483253378,0.0,0.0,Storm,0.8052631578947368,1.0,0.5555555555555556,Traffic Jam,0.361,0.515418502202643,0.8447368421052632,0.22857142857142848,1.0,1,78.6,0.35714285714285715,0.5914672216441207,0.9651639693680687,0.2,0.0,0.6666666666666666,0.8,0.4,0.75,1.0,1.0
SHP100051,Rotterdam,Chicago,DB Schenker,Air,2023-01-30,2023-02-02,0.030303030303030304,0.1282051282051282,At Port,0.21505135417375196,1.0,1.0,Snow,0.6389473684210526,0.375,0.1111111111111111,Traffic Jam,0.42400000000000004,0.607929515418502,0.9710526315789475,0.28571428571428575,1.0,1,46.8,0.8333333333333334,0.5245924384321887,0.8025378980555568,0.0,0.0,0.0,0.8,0.0,0.0,0.8333333333333333,1.0
SHP100052,Hamburg,Tokyo,UPS,Road,2023-02-23,2023-02-26,0.030303030303030304,0.10256410256410256,At Port,0.2831761566192269,0.0,1.0,Fog,0.4326315789473684,1.0,0.6666666666666665,None,0.025,0.5198237885462551,0.11315789473684212,0.28571428571428575,0.7676,1,41.0,0.6666666666666666,0.46416926812348247,0.8378702469407632,0.0,0.8,0.6666666666666666,0.2,1.0,0.0,0.3333333333333333,0.5
SHP100053,Los Angeles,New York,DHL,Rail,2023-07-29,2023-08-09,0.27272727272727276,0.23076923076923075,At Port,0.07196786313022394,0.5,0.0,Clear,0.02631578947368421,0.25,0.8888888888888888,None,0.003,0.515418502202643,0.22894736842105262,0.1428571428571428,0.4707,0,0.0,0.4090909090909091,0.14415539368713148,0.6622508023815518,0.2,0.2,0.3333333333333333,0.4,0.4,0.0,0.16666666666666666,0.5
SHP100054,Mumbai,New York,Maersk,Air,2024-08-10,2024-08-15,0.09090909090909091,0.15384615384615385,Out for Delivery,0.4356322344967211,0.25,1.0,Fog,0.4526315789473684,0.375,0.1111111111111111,Natural Disaster,1.0,0.4229074889867839,0.08684210526315791,0.8285714285714285,1.0,1,53.2,0.6,0.6505723204994797,0.8931999616465474,0.0,0.6000000000000001,0.0,0.6000000000000001,0.4,1.0,0.3333333333333333,0.25
SHP100055,Mumbai,Tokyo,XPO Logistics,Road,2023-03-20,2023-03-26,0.12121212121212122,0.1282051282051282,Customs Hold,0.17705686769548395,0.0,1.0,Heavy Rain,0.56,0.75,0.2222222222222222,Port Strike,0.876,0.23348017621145312,0.1736842105263158,0.11428571428571427,0.902,1,43.1,0.4166666666666667,0.7083593479014915,0.7775890099289571,0.1,1.0,0.6666666666666666,0.6000000000000001,1.0,0.25,0.5,0.75
SHP100056,Rotterdam,Chicago,Maersk,Road,2023-03-11,2023-03-18,0.15151515151515152,0.23076923076923075,Out for Delivery,0.5940639616534164,1.0,1.0,Rain,0.19052631578947368,1.0,0.1111111111111111,Natural Disaster,0.987,0.44052863436123335,0.28684210526315795,0.28571428571428575,1.0,1,47.6,0.6428571428571429,0.6775580992022199,0.9330605004593657,0.0,0.6000000000000001,0.6666666666666666,0.8,0.0,1.0,0.6666666666666666,0.25
SHP100057,Rotterdam,Singapore,FedEx,Rail,2023-11-26,2023-12-03,0.15151515151515152,0.1794871794871795,At Port,0.5240406352153194,0.75,0.0,Snow,0.6147368421052631,0.125,0.7777777777777777,Port Strike,0.867,0.8017621145374445,0.24736842105263163,0.5142857142857142,0.9282,1,36.0,0.5,0.5607353451266042,0.9169425719297428,0.0,0.4,0.3333333333333333,0.8,0.6000000000000001,0.0,0.8333333333333333,0.75
SHP100058,Los Angeles,Sydney,Maersk,Road,2023-03-09,2023-03-18,0.2121212121212121,0.10256410256410256,At Port,0.967747098199103,0.5,1.0,Clear,0.0431578947368421,0.75,0.5555555555555556,Traffic Jam,0.40800000000000003,0.32158590308370005,0.14210526315789473,0.3428571428571428,0.6576,1,11.6,0.2222222222222222,0.4511272979535206,0.9957853624058002,0.5,0.6000000000000001,0.6666666666666666,0.4,0.8,0.0,0.16666666666666666,1.0
SHP100059,Dubai,New York,UPS,Rail,2024-11-17,2024-11-24,0.15151515151515152,0.1282051282051282,Out for Delivery,0.5076581136393644,0.0,0.0,Blizzard,0.9305263157894736,0.5,0.4444444444444445,Port Strike,0.9500000000000001,0.5286343612334798,0.15526315789473685,0.2,1.0,1,65.6,0.35714285714285715,0.6939993062781825,0.9128610888196074,0.2,0.8,0.3333333333333333,0.0,0.4,1.0,0.0,0.75
SHP100060,Rotterdam,London,DB Schenker,Rail,2024-10-01,2024-10-14,0.3333333333333333,0.28205128205128205,Customs Hold,0.9656465184390892,0.5,1.0,Rain,0.20421052631578945,0.375,0.3333333333333333,Port Strike,0.9279999999999999,0.40088105726872225,0.23421052631578948,0.7428571428571427,0.9644,1,84.2,0.4230769230769231,0.5945889698231008,0.9955060195088015,0.2,0.0,0.3333333333333333,0.8,0.2,0.25,0.6666666666666666,0.75
